,time,SSC (mg/L)
467,1996-01-11 00:00:00.000,39.791666666666664
468,1996-01-12 00:00:00.000,40.666666666666664
469,1996-01-13 00:00:00.000,38.3125
470,1996-01-14 00:00:00.000,36.541666666666664
471,1996-01-15 00:00:00.000,34.8125
472,1996-01-16 00:00:00.000,39.645833333333336
473,1996-01-17 00:00:00.000,40.59375
474,1996-01-18 00:00:00.000,41.0625
475,1996-01-19 00:00:00.000,41.9
476,1996-01-20 00:00:00.000,41.26086956521739
477,1996-01-21 00:00:00.000,41.177083333333336
478,1996-01-22 00:00:00.000,42.510416666666664
479,1996-01-23 00:00:00.000,52.302083333333336
480,1996-01-24 00:00:00.000,65.69791666666667
481,1996-01-25 00:00:00.000,66.42708333333333
482,1996-01-26 00:00:00.000,56.15625
483,1996-01-27 00:00:00.000,57.197916666666664
484,1996-01-28 00:00:00.000,49.25
485,1996-01-29 00:00:00.000,40.604166666666664
486,1996-01-30 00:00:00.000,36.822916666666664
487,1996-01-31 00:00:00.000,36.5
488,1996-02-01 00:00:00.000,40.45744680851064
489,1996-02-02 00:00:00.000,44.145833333333336
490,1996-02-03 00:00:00.000,41.322916666666664
491,1996-02-04 00:00:00.000,43.614583333333336
492,1996-02-05 00:00:00.000,41.104166666666664
493,1996-02-06 00:00:00.000,36.84375
494,1996-02-07 00:00:00.000,42.322916666666664
495,1996-02-08 00:00:00.000,42.4375
496,1996-02-09 00:00:00.000,41.53125
497,1996-02-10 00:00:00.000,36.922222222222224
498,1996-02-11 00:00:00.000,38.0
499,1996-02-12 00:00:00.000,42.784946236559136
500,1996-02-13 00:00:00.000,42.4468085106383
501,1996-02-14 00:00:00.000,40.635416666666664
502,1996-02-15 00:00:00.000,41.2
503,1996-02-16 00:00:00.000,40.86666666666667
504,1996-02-17 00:00:00.000,41.104166666666664
505,1996-02-18 00:00:00.000,41.0625
506,1996-02-19 00:00:00.000,43.604166666666664
507,1996-02-20 00:00:00.000,39.53125
508,1996-02-21 00:00:00.000,38.5
509,1996-02-22 00:00:00.000,39.135416666666664
510,1996-02-23 00:00:00.000,49.9375
511,1996-02-24 00:00:00.000,55.135416666666664
512,1996-02-25 00:00:00.000,51.333333333333336
513,1996-02-26 00:00:00.000,52.010416666666664
514,1996-02-27 00:00:00.000,49.625
515,1996-02-28 00:00:00.000,49.041666666666664
516,1996-02-29 00:00:00.000,47.03125
517,1996-03-01 00:00:00.000,42.5625
518,1996-03-02 00:00:00.000,38.822916666666664
519,1996-03-03 00:00:00.000,34.458333333333336
520,1996-03-04 00:00:00.000,34.854166666666664
521,1996-03-05 00:00:00.000,34.37894736842105
522,1996-03-06 00:00:00.000,31.382978723404257
523,1996-03-07 00:00:00.000,31.354166666666668
524,1996-03-08 00:00:00.000,31.6875
525,1996-03-09 00:00:00.000,30.260416666666668
526,1996-03-10 00:00:00.000,29.875
527,1996-03-11 00:00:00.000,29.395833333333332
528,1996-03-12 00:00:00.000,31.020833333333332
